"","n.sites","n.biallelic.sites","n.gaps","n.unknowns","n.valid.sites","n.polyallelic.sites","trans.transv.ratio","nuc.diversity.within_Total","hap.diversity.within_Total","Tajima.D_Total","nuc.diversity.within_Landrace","nuc.diversity.within_Wild","hap.diversity.within_Landrace","hap.diversity.within_Wild","Tajima.D_Cultivar","Tajima.D_Landrace","Tajima.D_Wild","HOG","nuc.diversity.within_Cultivar","hap.diversity.within_Cultivar"
"123",2578,152,263,0,2315,0,1.33846153846154,152,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000158",NA,NA
"124",3160,32,1248,0,1912,0,2.55555555555556,4.19053185271771,0.811221507890123,-1.28016020195693,3.52116402116402,7.04761904761905,0.740740740740741,1,-0.678457664284713,-0.0719585304408034,-1.00039175280743,"N0.HOG0000159",3.96837944664032,0.774703557312253
"125",3786,14,3517,0,268,1,1.33333333333333,3.93577566711895,0.785165083672546,0.990902952282379,3.88669950738916,3.61538461538462,0.635467980295567,0.871794871794872,1.586427569132,2.17963434644421,-0.564107799318568,"N0.HOG0000160",3.98418972332016,0.786561264822134
"126",7159,445,3900,0,3230,29,1.61764705882353,122.904761904762,0.871428571428571,-0.0262328895340074,111.533333333333,156.5,0.733333333333333,0.833333333333333,1.20100255737562,2.00892717471899,-0.874933545283656,"N0.HOG0000161",125,0.9
"127",4050,209,1488,0,2557,5,1.82432432432432,27.4179894179894,0.711640211640212,-1.91597214323494,0.181818181818182,70,0.181818181818182,1,-1.90853863315046,-1.12850159547535,-0.861630749544123,"N0.HOG0000162",23.2666666666667,0.777777777777778
"128",4893,238,2934,0,1952,7,1.31067961165049,35.0738916256158,0.724137931034483,-1.64220424906854,36.1454545454545,43.3928571428571,0.509090909090909,0.892857142857143,-2.02732752802737,2.33934219515428,-1.87046196964628,"N0.HOG0000163",17.5111111111111,0.644444444444444
"129",5649,1,288,0,5361,0,Inf,0.666666666666667,0.666666666666667,NA,0.666666666666667,NA,0.666666666666667,NA,NA,NA,NA,"N0.HOG0000164",NA,NA
"130",7071,265,5737,0,1325,9,1.36607142857143,57.7160232681121,0.697514542570069,0.0807114733448221,62.2933333333333,75.6969696969697,0.743333333333333,0.909090909090909,-1.55911863380758,0.218644422878448,-0.584420079120765,"N0.HOG0000166",36.8221343873518,0.434782608695652
"131",5236,77,1912,0,3323,1,1.56666666666667,42.4,1,1.11620884327495,NA,44.6666666666667,NA,1,NA,NA,NA,"N0.HOG0000167",NA,NA
"132",6049,48,4306,0,1742,1,1.82352941176471,2.63823351482154,0.682395644283122,-2.51763576939975,1.08,10.1555555555556,0.64,0.955555555555556,-0.826710071325939,0.892434778030926,-1.83061705540662,"N0.HOG0000169",0.571428571428571,0.4
"133",1815,11,12,0,1803,0,1.2,3.33333333333333,0.583333333333333,-0.82908090492541,0,6,0,1,NA,NA,NA,"N0.HOG0000170",0,0
"134",1994,23,1943,0,43,8,0.642857142857143,8.89980842911877,0.657662835249042,3.24447169696437,8.19196428571429,10.2315789473684,0.650297619047619,0.678947368421053,2.91937855103359,2.13876452838116,2.22345368610126,"N0.HOG0000171",9.51957919345412,0.670952659263588
"135",3942,224,2560,0,1354,28,1.6046511627907,64.3030303030303,0.926136363636364,0.630604117361735,44.7636363636364,67.9120879120879,0.618181818181818,0.989010989010989,0.206367186423721,-0.661940164744319,0.0843120139791495,"N0.HOG0000174",63.2666666666667,0.933333333333333
"136",1785,112,84,0,1701,0,2.2,73.1666666666667,1,2.06917532949257,72.6666666666667,NA,1,NA,NA,NA,NA,"N0.HOG0000175",NA,NA
"137",2067,119,105,0,1962,0,2.05128205128205,119,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000176",NA,NA
"138",1290,54,807,0,481,2,2.6,14.7379310344828,0.825287356321839,0.30388538258192,15.925,13.4285714285714,0.725,0.952380952380952,1.55752227440614,0.426673297010203,0.996123370737603,"N0.HOG0000179",13.5238095238095,0.904761904761905
"139",5116,166,4513,0,572,31,1.96428571428571,57.053696173496,0.831508706078615,2.89663675961236,55.4376623376623,60.9528985507246,0.825974025974026,0.898550724637681,3.64919351572134,1.96200395411572,1.48642920977336,"N0.HOG0000180",56.6720779220779,0.745454545454545
"140",3188,30,2727,0,460,1,1.72727272727273,8.36223776223776,0.755244755244755,1.04577603731111,7.77339901477832,7.8030303030303,0.753694581280788,0.96969696969697,1.28719312686306,1.37253995291752,-0.0807085908171361,"N0.HOG0000181",6.60079051383399,0.513833992094862
"141",3273,21,2292,0,981,0,1.33333333333333,7.2,0.6,-1.35926594107108,NA,8.6,NA,0.7,NA,NA,-1.08715940859082,"N0.HOG0000182",NA,NA
"142",3126,20,2776,0,350,0,3,1,0.05,-2.60401278981169,0,13.3333333333333,0,0.666666666666667,NA,NA,NA,"N0.HOG0000183",0,0
"143",3203,31,1403,0,1800,0,2.44444444444444,5.72332015810277,0.8300395256917,-1.21439537249405,2.61111111111111,9.61904761904762,0.638888888888889,1,1.24649088953728,1.77621377102281,-0.531304327250692,"N0.HOG0000184",3.2,0.8
"144",3443,347,1491,0,1935,17,1.7109375,110.089552238806,0.88647670737223,1.81021150804778,93.9014778325123,130.076923076923,0.842364532019704,0.961538461538462,3.50420448368269,2.63379877905421,0.927626377689933,"N0.HOG0000185",110.189723320158,0.810276679841897
"145",3267,11,297,0,2970,0,1.75,11,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000186",NA,NA
"146",3255,52,1254,0,2000,1,1.47619047619048,9.79194934418815,0.663952962460425,-0.336441030548596,8.44827586206897,12.1538461538462,0.504926108374384,0.987179487179487,-1.2213027955743,0.825071920769825,-0.636916649347399,"N0.HOG0000187",4.75889328063241,0.391304347826087
"147",4620,67,3081,0,1537,2,1.91304347826087,8.90366350067843,0.753505201266395,-1.23494448711382,7.54679802955665,17.0512820512821,0.751231527093596,0.974358974358974,-0.817083810149347,-0.733862409756296,-0.39454411596576,"N0.HOG0000188",2.26877470355731,0.387351778656126
"148",6165,3,6027,0,138,0,2,0.7104532839963,0.599444958371878,0.0963178660871314,0.891666666666667,0.692307692307692,0.691666666666667,0.615384615384615,-0.13826942686516,-0.0398568550058801,0.20840493497918,"N0.HOG0000189",0.558823529411765,0.522058823529412
"149",1663,114,290,0,1367,6,1.47826086956522,10.1898039215686,0.814117647058824,-2.12788845973205,4.94372294372294,33.1785714285714,0.831168831168831,1,-1.98662670535334,1.0271284433023,-1.02610288494729,"N0.HOG0000191",5.65263157894737,0.621052631578947
"150",1368,22,153,0,1215,0,2.66666666666667,6.22463768115942,0.369565217391304,0.208127520938002,0,11.5333333333333,0,0.733333333333333,-0.816496580927725,NA,1.23550711404286,"N0.HOG0000192",0.4,0.4
"151",2577,34,1287,0,1290,0,1.42857142857143,4.9853886616014,0.805376972530684,-1.04746455173497,5.96059113300493,3.94444444444444,0.842364532019704,0.805555555555556,-1.17277393535711,0.404229393534345,-1.79822211041918,"N0.HOG0000193",3.69473684210526,0.442105263157895
"152",2913,35,2134,0,779,0,3.375,2.97884615384615,0.765384615384615,-1.93942117832649,2.76847290640394,5.16666666666667,0.766009852216749,0.984848484848485,-1.84696430050106,-0.0376500625366523,-1.55512993142335,"N0.HOG0000194",1.9604743083004,0.577075098814229
"153",2926,89,1780,0,1144,2,2.70833333333333,14.1356852103121,0.848937132519222,-0.826366668046106,13.3645320197044,24.6153846153846,0.820197044334975,0.974358974358974,-2.16506782623947,-1.40518920646809,-0.50755659771547,"N0.HOG0000195",9.87351778656127,0.774703557312253
"154",3358,159,74,0,3284,0,2.3125,159,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000196",NA,NA
"155",5514,293,3990,0,1497,27,1.30708661417323,97.1155844155844,0.927272727272727,1.87091614449337,109.336956521739,131.155555555556,0.91304347826087,0.955555555555556,0.23275960445571,3.0858845362115,1.57849383140832,"N0.HOG0000197",8.36315789473684,0.894736842105263
"156",4099,178,2288,0,1809,2,1.65671641791045,39.4074074074074,0.761904761904762,-0.540864693207948,43.6153846153846,44.1666666666667,0.67032967032967,1,0.994601427856743,-0.692879057987571,2.17621640346115,"N0.HOG0000198",42.4285714285714,0.678571428571429
"157",3402,4,69,0,3333,0,3,2.66666666666667,0.666666666666667,NA,2.66666666666667,NA,0.666666666666667,NA,NA,NA,NA,"N0.HOG0000199",NA,NA
"158",3581,57,1754,0,1826,1,2.8,8.65165165165165,0.866366366366366,-1.32894014245419,8.28205128205128,13.5555555555556,0.884615384615385,1,-0.282649746473074,-0.0500549058662558,-1.26433122551078,"N0.HOG0000200",6.59047619047619,0.742857142857143
"159",3040,45,1585,0,1455,0,1.8125,8.95198135198135,0.766899766899767,-0.176088738032728,9.97044334975369,13.8181818181818,0.766009852216749,0.954545454545455,0.217691499844802,-0.166919659665915,0.580407168642612,"N0.HOG0000203",3.1699604743083,0.434782608695652
"160",3015,76,1708,0,1305,2,4.42857142857143,7.29230769230769,0.661538461538462,-1.85771131118632,6.35467980295566,16.6181818181818,0.610837438423645,0.963636363636364,0.360162805914876,-1.61227904903974,-1.45075673104958,"N0.HOG0000204",2.70355731225296,0.300395256916996
"161",1501,2,1157,0,344,0,Inf,0.331730769230769,0.31875,-0.357883947749856,0.262108262108262,0.384615384615385,0.262108262108262,0.384615384615385,0.185846909438598,0.0165894432929071,0.425595348542734,"N0.HOG0000205",0.300395256916996,0.300395256916996
"162",1552,18,798,0,754,0,1,2.13892773892774,0.652214452214452,-1.31054623668924,2.26600985221675,2,0.692118226600985,0.772727272727273,-0.729369660857315,-0.619277985965705,-2.0865361085493,"N0.HOG0000206",0.798418972332016,0.245059288537549
"163",3444,127,1548,0,1896,0,1.30909090909091,29.75,0.898313492063492,0.373945868018811,36.9655172413793,24.0888888888889,0.857142857142857,1,-1.48493078168424,1.14076341835117,-2.07298273195965,"N0.HOG0000207",18.7588932806324,0.841897233201581
"164",3188,62,2063,0,1124,1,1.2962962962963,24.4188150158299,0.878335594753505,2.96315395188646,25.2118226600985,13.8205128205128,0.852216748768473,0.730769230769231,3.02075514220908,3.01310701311842,-0.923902279450372,"N0.HOG0000208",25.4229249011858,0.841897233201581
"165",3900,29,3165,0,735,0,2.22222222222222,8.90288461538461,0.796153846153846,1.45941533414346,8.55291005291005,9.62121212121212,0.764550264550265,0.893939393939394,2.01186326324851,2.0759794120808,0.722629989439752,"N0.HOG0000210",7.97628458498024,0.608695652173913
"166",3377,55,2863,0,510,4,1.61904761904762,6.06656426011265,0.775217613927291,-1.61780189027615,4.96866096866097,15.1025641025641,0.723646723646724,0.871794871794872,-0.790526576720506,-2.34221085637532,-0.519299818869605,"N0.HOG0000211",1.44588744588745,0.571428571428571
"167",1533,53,0,0,1532,1,1.94444444444444,15.9573412698413,0.776785714285714,1.42129456077761,17.5073891625616,20.4888888888889,0.773399014778325,1,-1.32038434869425,1.73008531276543,1.40361672953017,"N0.HOG0000212",6.95652173913044,0.450592885375494
"168",1353,90,612,0,735,6,1.5,35.7424242424242,0.939393939393939,0.927392397935425,22.6666666666667,38.1904761904762,0.833333333333333,0.952380952380952,NA,-0.577427470536389,0.299297501607533,"N0.HOG0000213",NA,NA
"169",2623,5,1427,0,1196,0,4,1.42,0.736666666666667,0.207327495706421,1.2952380952381,1.8,0.647619047619048,1,-0.709896167879475,1.20130228282061,-0.410174649683818,"N0.HOG0000215",1,0.5
"170",1753,78,1492,0,251,10,1.22857142857143,26.6181818181818,0.981818181818182,-0.00221421940283814,26.2,45,1,1,0.294794037259107,-0.191190895444744,NA,"N0.HOG0000216",29.1666666666667,1
"171",996,8,0,0,996,0,1.66666666666667,3.86666666666667,0.6,0.610821004429854,0,5.33333333333333,0,0.666666666666667,NA,NA,NA,"N0.HOG0000217",NA,NA
"172",1681,29,275,0,1406,0,1.63636363636364,10.6666666666667,0.933333333333333,-1.01354948322089,5,23,1,1,NA,NA,NA,"N0.HOG0000218",NA,NA
"173",4028,108,2398,0,1629,1,1.84210526315789,23.802331002331,0.73006993006993,0.16859477527636,20.6699507389163,44.3939393939394,0.751231527093596,0.96969696969697,-0.88822843893046,0.606788045631327,1.29120013929392,"N0.HOG0000219",0.529644268774704,0.383399209486166
"174",4190,1001,716,0,3446,28,1.12076271186441,200.014689265537,0.732768361581921,-0.244346847998981,1.20289855072464,521.163636363636,0.670289855072464,0.981818181818182,-2.38622473405309,0.3363728051667,2.73181597897483,"N0.HOG0000220",2.46640316205534,0.557312252964427
"175",2379,24,1260,0,1119,0,5,4.07168458781362,0.735279057859703,-0.631384899166723,3.44827586206897,6,0.613300492610837,0.955555555555556,0.17845887719405,1.13029472747076,-0.499665927261155,"N0.HOG0000221",3.17316017316017,0.575757575757576
"176",2955,198,1906,0,1043,6,1.3855421686747,43.483660130719,0.928104575163399,-1.03780142188561,2,69.6666666666667,1,0.977777777777778,-0.796843873894098,NA,0.0533324359761969,"N0.HOG0000222",2.5,0.833333333333333
"177",2980,121,1619,0,1361,0,2.1025641025641,11.6141414141414,0.821212121212121,-2.10164644753355,5.78421052631579,25.3555555555556,0.510526315789474,0.977777777777778,-0.209918252976205,-0.25759519014501,-1.75527763793536,"N0.HOG0000223",7.66666666666667,0.794871794871795
"178",4595,15,4536,0,58,1,2.75,3.17187096774194,0.763096774193548,0.382431592728075,3.22305764411028,3.45210084033613,0.761278195488722,0.836974789915966,0.164834389669271,-0.0274155027712462,1.7412855696265,"N0.HOG0000224",2.45584045584046,0.595441595441595
"179",2864,41,2448,0,415,1,1.41176470588235,11.5282738095238,0.717757936507937,1.08716123480542,13.4975369458128,3.46666666666667,0.704433497536946,0.911111111111111,0.177572974608813,3.0020310054993,-1.59457453680799,"N0.HOG0000226",8.79051383399209,0.438735177865613
"180",3038,134,1809,0,1227,2,2.52631578947368,27.1581920903955,0.757627118644068,-0.192429597952565,36.7536945812808,52.8571428571429,0.736453201970443,0.857142857142857,-1.05487616571961,0.782389976070961,0.853813143201543,"N0.HOG0000227",3.86561264822134,0.561264822134387
"181",3280,22,3200,0,80,0,0.692307692307692,1.44918032786885,0.156284153005464,-2.16605263603189,0,8.16666666666667,0,0.388888888888889,-0.132519033613139,NA,0.280811194490099,"N0.HOG0000229",0.257142857142857,0.257142857142857
"182",3366,1,813,0,2553,0,Inf,0.142857142857143,0.142857142857143,-1.15524134158067,0,NA,0,NA,-0.816496580927725,NA,NA,"N0.HOG0000230",0.4,0.4
"183",1005,210,332,0,628,45,1.21052631578947,100.618181818182,0.836363636363636,1.9482283294093,146,79.1666666666667,1,1,NA,NA,-0.853233447519134,"N0.HOG0000231",97.3333333333333,0.666666666666667
"184",2787,18,1302,0,1485,0,0.8,2.98106060606061,0.787878787878788,-1.10870830131726,1.80882352941176,5.27777777777778,0.639705882352941,0.972222222222222,NA,1.61820833789682,-0.501686096319964,"N0.HOG0000233",0,0
"185",2262,2,213,0,2049,0,Inf,2,1,NA,NA,2,NA,1,NA,NA,NA,"N0.HOG0000234",NA,NA
"186",4157,4,4142,0,15,0,1,1.09009619292779,0.642595854220295,0.89254473934481,1.02867715078631,0.957264957264957,0.614246068455134,0.598290598290598,1.57604737436808,1.0783588414361,-0.205040528999247,"N0.HOG0000235",1.19323671497585,0.661835748792271
"187",980,210,184,0,795,1,1.44186046511628,43.6888888888889,0.866666666666667,-2.05357187157057,2,85,0.666666666666667,1,NA,NA,-1.19568457723307,"N0.HOG0000236",0,0
"188",1076,11,631,0,445,0,2.66666666666667,2.59393939393939,0.875420875420875,0.226076350038824,2.6231884057971,2.61111111111111,0.869565217391304,0.972222222222222,0.099907884022354,0.289797662416717,-0.512530953646844,"N0.HOG0000237",2.61052631578947,0.873684210526316
"189",867,2,0,0,867,0,1,1,0.5,-0.709896167879475,NA,2,NA,1,NA,NA,NA,"N0.HOG0000239",NA,NA
"190",1490,16,737,0,753,0,2.2,4.68556005398111,0.885290148448043,0.769384933072307,4.39166666666667,6,0.833333333333333,1,1.32223977478795,1.22703455672536,NA,"N0.HOG0000241",5,0.905263157894737
"191",4261,64,3710,0,550,1,1.66666666666667,26.9717514124294,0.861799217731421,3.97248197348577,27.0996078431373,27.6796536796537,0.848627450980392,0.904761904761905,3.73632683341426,3.82472380649292,2.70913632985647,"N0.HOG0000242",27.6120789779326,0.780487804878049
"192",2809,27,2139,0,670,0,2.375,4.65288220551378,0.744987468671679,-0.663810049131001,3.82461538461538,6.90909090909091,0.676923076923077,0.909090909090909,-0.130812089240423,0.417818768195767,0.558821971597733,"N0.HOG0000243",3.30994152046784,0.555555555555556
"193",3193,60,1619,0,1573,1,3.61538461538462,15.7333333333333,0.892655367231638,0.758610395823821,16.1702898550725,16.1363636363636,0.86231884057971,0.96969696969697,1.55998347261937,1.68410500299614,0.379111384066348,"N0.HOG0000244",14.978354978355,0.74025974025974
"194",1591,6,1053,0,538,0,5,1.12528267752148,0.404341926729986,-0.251664359933472,1.4679802955665,1.12820512820513,0.490147783251232,0.512820512820513,-0.317943149159843,0.421097149799735,-0.423667243120335,"N0.HOG0000246",0.711462450592885,0.237154150197628
"195",1478,58,308,0,1170,0,1.32,10.5166666666667,0.35,-1.69558834287252,10.6666666666667,16.6666666666667,0.222222222222222,0.833333333333333,NA,-2.01696024037337,0.554191222941601,"N0.HOG0000247",0,0
"196",1594,19,80,0,1514,0,0.583333333333333,19,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000248",NA,NA
"197",1476,58,435,0,1037,4,1.76190476190476,21.1913978494624,0.898924731182796,1.71553719536412,19.7090909090909,13.9111111111111,0.672727272727273,0.955555555555556,1.81859805307295,2.07802108826755,-1.32820477351004,"N0.HOG0000249",20,0.75
"198",868,9,170,0,698,0,Inf,6,0.666666666666667,NA,NA,9,NA,1,NA,NA,NA,"N0.HOG0000252",NA,NA
"199",1575,207,801,0,768,6,1.35227272727273,53.2965517241379,0.554022988505747,0.0774791957376842,56.6470588235294,122,0.330882352941176,1,-2.0186564458035,0.103495692960288,NA,"N0.HOG0000253",41.6111111111111,0.694444444444444
"200",3743,91,3063,0,669,11,1.275,16.9143763213531,0.849894291754757,-0.68994067841641,18.2456140350877,21.2575757575758,0.824561403508772,0.863636363636364,-1.99159251542332,1.22556230283707,-0.443886807770749,"N0.HOG0000254",5.23636363636364,0.618181818181818
"201",846,58,0,0,845,1,2.05263157894737,29.0666666666667,1,0.926714051725582,44,30.6666666666667,1,1,NA,NA,NA,"N0.HOG0000255",NA,NA
"202",846,4,12,0,834,0,1,1.8,0.9,-0.410174649683818,NA,2,NA,1,NA,NA,NA,"N0.HOG0000256",NA,NA
"203",2771,32,1721,0,1050,0,3,8.95865384615385,0.848076923076923,1.05893094374982,9.04926108374384,9.25757575757576,0.775862068965517,0.878787878787879,-0.555814464029303,1.14028183162747,1.45999657241254,"N0.HOG0000258",5.61471861471861,0.844155844155844
"204",2843,344,893,0,1949,1,1.58646616541353,15.2888888888889,0.13030303030303,-2.96528637526768,0.125,0.222222222222222,0.125,0.222222222222222,-2.6325470031562,-1.16221279954403,-1.08822734260014,"N0.HOG0000260",38,0.111111111111111
"205",6225,1098,2760,0,3288,177,1.77272727272727,319.391243595715,0.893494798944263,1.83319193605949,318.513605442177,303.59477124183,0.86734693877551,0.967320261437909,3.10285303581988,2.72700972018805,-0.175901243116301,"N0.HOG0000261",338.082828282828,0.828282828282828
"206",861,5,0,0,861,0,0.666666666666667,1.48571428571429,0.857142857142857,-0.114090538590802,1.33333333333333,1,0.80952380952381,0.5,0.167655795033948,-0.876417963323225,-0.709896167879475,"N0.HOG0000264",1.66666666666667,0.833333333333333
"207",955,16,380,0,575,0,0.333333333333333,5.28205128205128,0.91025641025641,0.102755048157778,4.2,5.33333333333333,1,0.833333333333333,0.558271140814807,-0.197400952759186,0.860146826067811,"N0.HOG0000265",6.33333333333333,1
"208",1140,11,1048,0,92,0,0.375,4.74529074529075,0.625389025389025,3.28777552987507,4.29494949494949,4.76,0.533333333333333,0.706666666666667,2.4263161918578,2.0992086098695,2.12631451770576,"N0.HOG0000266",4.73015873015873,0.541269841269841
"209",3372,47,2103,0,1269,0,1.04347826086957,11.3814616755793,0.7825311942959,-0.0358986867240019,5.93333333333333,24.4666666666667,0.691666666666667,0.933333333333333,-2.08837944167427,-2.23463212427048,1.7237945210595,"N0.HOG0000268",7.96363636363636,0.618181818181818
"210",7179,683,3873,0,3303,3,1.43060498220641,46.5766129032258,0.786290322580645,-2.80637560255138,5.0989010989011,270.4,0.747252747252747,0.4,-0.955905347719245,1.86865019145545,-1.27435817953045,"N0.HOG0000269",3.33333333333333,0.666666666666667
"211",4797,87,2142,0,2655,0,2.34615384615385,87,1,NA,NA,87,NA,1,NA,NA,NA,"N0.HOG0000270",NA,NA
"212",4655,1329,1204,0,3451,0,1.03834355828221,1329,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000271",NA,NA
"213",783,85,39,0,744,0,1.02380952380952,85,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000272",85,1
"214",5784,416,3397,0,2384,3,1.6,86.0984126984127,0.634920634920635,-0.537974047513222,57.3333333333333,167,0.514285714285714,0.9,-0.854018948690117,-2.4331954684528,-1.21966962878954,"N0.HOG0000273",103.104761904762,0.552380952380952
"215",3561,318,390,0,3170,1,1.8141592920354,212,1,NA,NA,212,NA,1,NA,NA,NA,"N0.HOG0000275",NA,NA
"216",4949,252,3353,0,1585,11,2.18987341772152,94.8010928961749,0.757377049180328,2.69195592329708,96.1904761904762,124.392857142857,0.753968253968254,0.892857142857143,0.989391680333397,2.06975017941713,1.73417801344308,"N0.HOG0000276",80.2292490118577,0.628458498023715
"217",4078,180,2251,0,1827,0,1.8125,73.7780126849894,0.619450317124736,2.86694886800088,82.0380952380952,93.9285714285714,0.561904761904762,0.857142857142857,1.51107553911232,2.39342300292862,1.97244900873509,"N0.HOG0000277",65.7809523809524,0.566666666666667
"218",3531,99,2955,0,568,8,0.767857142857143,17.513342379014,0.675712347354138,-0.533295886044624,16.1231527093596,24.1794871794872,0.665024630541872,0.871794871794872,2.88613817236075,2.62332678355777,-0.917633353285826,"N0.HOG0000278",15.6837944664032,0.561264822134387
"219",3146,314,2342,0,785,19,0.9625,35.7474358974359,0.694871794871795,-1.92550105017777,7.41666666666667,132.964285714286,0.575,0.892857142857143,-0.967113451434563,-0.958754867359838,0.575938552621685,"N0.HOG0000279",7.82857142857143,0.552380952380952
"220",3072,16,2184,0,888,0,4.33333333333333,2.88620199146515,0.817923186344239,-0.785847419441751,3.01666666666667,3.2,0.833333333333333,0.8,-0.219547147651829,0.412155110446848,-0.331920016912724,"N0.HOG0000280",2.5,0.698529411764706
"221",3072,56,1386,0,1686,0,1.07407407407407,17.0892307692308,0.907692307692308,0.631821581874915,17.6666666666667,28,0.884615384615385,1,1.02712818237033,0.432088004525974,NA,"N0.HOG0000281",15.6428571428571,0.785714285714286
"222",4416,312,3168,0,1244,4,1.18181818181818,17.4355400696864,0.907084785133566,-2.81752298590948,32.3625730994152,8.57777777777778,0.91812865497076,0.977777777777778,0.19976893237128,-2.57311011631575,-1.90956992928126,"N0.HOG0000282",2.09090909090909,0.696969696969697
"223",3773,14,3737,0,34,2,1.33333333333333,2.15679442508711,0.51219512195122,-1.05441910252078,1.83006535947712,2.28571428571429,0.522875816993464,0.593406593406593,-0.301777856641394,-0.74088457536017,-0.738159259402865,"N0.HOG0000285",2.89285714285714,0.464285714285714
"224",3796,26,2353,0,1442,1,2.25,6.45404208194906,0.63233665559247,0.248739961540061,6.06315789473684,10.3333333333333,0.505263157894737,1,-0.0720730218636692,2.84498454980501,1.16744522308743,"N0.HOG0000286",5.05263157894737,0.590643274853801
"225",1083,3,168,0,915,0,Inf,1.05882352941176,0.647058823529412,0.593241405510783,0.763636363636364,1.16666666666667,0.472727272727273,0.833333333333333,NA,0.361892046210019,0.591580139899559,"N0.HOG0000287",1.33333333333333,0.666666666666667
"226",3230,17,1288,0,1942,0,2.4,2.58055152394775,0.735123367198839,-0.96254662878818,2.56315789473684,4.43636363636364,0.763157894736842,0.727272727272727,2.1435086205151,-1.45312121142795,-0.592925132544811,"N0.HOG0000288",1.51428571428571,0.657142857142857
"227",3486,226,876,0,2607,3,1.75609756097561,13.1362126245847,0.802879291251384,-2.75817099912382,3.36190476190476,45.5333333333333,0.780952380952381,0.911111111111111,0.972365917202874,0.72321825412919,-2.1088536352548,"N0.HOG0000289",2.89393939393939,0.590909090909091
"228",3832,5,3673,0,159,0,4,0.486265341905319,0.419053185271771,-1.2843324045671,0.493333333333333,0.4,0.396666666666667,0.377777777777778,-0.31076680098162,-0.941408769183582,-1.40085080218204,"N0.HOG0000292",0.466403162055336,0.434782608695652
"229",4266,31,3156,0,1109,1,1.06666666666667,4.37566137566138,0.841269841269841,-1.65326350173426,1.30909090909091,7.85714285714286,0.763636363636364,0.928571428571429,-1.54001988995037,0.951826834269054,-1.57500240821702,"N0.HOG0000293",4.32142857142857,0.678571428571429
"230",3804,307,1452,0,2352,0,1.16197183098592,87.0769230769231,0.756410256410256,-0.551689268204827,3.75,201.5,0.535714285714286,0.833333333333333,NA,1.85129116921413,2.25917401997761,"N0.HOG0000294",NA,NA
"231",3868,62,1024,0,2844,0,1.95238095238095,22.8821256038647,0.803864734299517,2.19554346694053,20.5217391304348,21.8888888888889,0.764492753623188,0.861111111111111,2.12469728200903,1.63142139610358,1.2192117084271,"N0.HOG0000295",22.3030303030303,0.484848484848485
"232",3822,10,0,0,3822,0,2.33333333333333,2.17142857142857,0.614285714285714,-0.755148887486852,2,3.5,0.4,1,-0.141796120858575,-1.12397424909701,-0.817336480377384,"N0.HOG0000296",0.981818181818182,0.327272727272727
"233",3881,98,277,0,3601,3,1.17777777777778,30.5454545454545,0.945454545454545,-0.41715127100156,30.1666666666667,45.1666666666667,1,1,NA,-0.815745087514397,-0.388283136241648,"N0.HOG0000297",0,0
"234",4287,29,2403,0,1884,0,1.23076923076923,3.24761904761905,0.652380952380952,-2.31009328602022,0.8,13.5,0.4,1,-0.778152850536099,-0.972557939594832,-0.859865429413832,"N0.HOG0000298",0.509090909090909,0.472727272727273
"235",6795,194,5227,0,1567,1,1.65753424657534,80.6262626262626,0.783549783549784,3.84964577673912,76.2780487804878,79.6470588235294,0.753658536585366,0.941176470588235,3.85703257711106,2.93175015926795,1.7594501835264,"N0.HOG0000299",88.6234817813765,0.713900134952766
"236",1609,137,886,0,718,5,1.85416666666667,53.8874570446735,0.890034364261168,3.41586664105579,56.5716928769658,62.3859649122807,0.851988899167438,0.941520467836257,0.740147325569298,3.77527915198794,2.72010492512214,"N0.HOG0000300",37.3447293447293,0.783475783475784
"237",2850,12,0,0,2850,0,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000301",NA,NA
"238",2856,45,1080,0,1766,10,0.956521739130435,20.3809523809524,0.952380952380952,0.632399559616535,15.8333333333333,33,1,1,NA,-0.658044893528014,NA,"N0.HOG0000303",NA,NA
"239",3098,533,1505,0,1592,1,1.31739130434783,205.179487179487,0.807692307692308,0.898119223456647,1.5,NA,0.833333333333333,NA,2.34038396869379,-0.754451077652773,NA,"N0.HOG0000305",303.428571428571,0.714285714285714
"240",2719,31,2323,0,396,0,3.42857142857143,5.38434661076171,0.606568832983927,-0.688185073127522,4.44666666666667,6.48484848484848,0.476666666666667,0.666666666666667,-1.24009372845777,-1.48972994359615,-1.56203222112823,"N0.HOG0000307",6.28571428571429,0.704761904761905
"241",3006,808,791,0,2068,147,1.60645161290323,324.345479082321,0.792172739541161,2.6263532411139,331.846153846154,374.6,0.813186813186813,0.9,1.84831855494158,1.40149002822226,0.939751884599073,"N0.HOG0000308",329.345029239766,0.672514619883041
